date,Owners,Price,PriceChangeTo,discount,total_reviews,total_positive,total_negative,review_score
2016-07-28,20000,0.0,18.99,,0,0,0,0
2016-08-04,36000,18.99,19.99,105.27,502,456,46,8
2016-10-29,65000,19.99,14.99,74.99,1186,1033,153,8
2016-10-31,68000,14.99,19.99,133.36,1227,1067,160,8
2016-11-23,72000,19.99,14.99,74.99,1322,1148,174,8
2016-11-29,78000,14.99,19.99,133.36,1458,1273,185,8
2016-12-22,81000,19.99,14.99,74.99,1550,1346,204,8
2017-01-02,85000,14.99,19.99,133.36,1703,1477,226,8
2017-05-18,146000,19.99,14.99,74.99,3653,3183,470,8
2017-06-01,164000,14.99,19.99,133.36,4111,3558,553,8
2017-06-22,181000,19.99,11.99,59.98,4313,3727,586,8
2017-07-05,188000,11.99,19.99,166.72,4671,4039,632,8
2017-07-27,204000,19.99,10.99,54.98,4926,4250,676,8
2017-08-10,230000,10.99,19.99,181.89,5311,4552,759,8
2017-10-12,339000,19.99,9.99,49.97,6040,5194,846,8
2017-10-16,295000,9.99,19.99,200.1,7554,6240,1314,8
2017-10-26,301000,19.99,8.99,44.97,8208,6803,1405,8
2017-11-01,307000,8.99,19.99,222.36,8437,7005,1432,8
2017-11-22,331000,19.99,7.99,39.97,8854,7357,1497,8
2017-11-28,337000,7.99,19.99,250.19,9558,8017,1541,8
2017-12-14,362000,19.99,4.99,24.96,9812,8232,1580,8
2017-12-18,373000,4.99,19.99,400.6,10075,8437,1638,8
2017-12-21,384000,19.99,6.99,34.97,10182,8523,1659,8
2018-01-04,439000,6.99,19.99,285.98,10609,8882,1727,8
2018-02-12,470000,19.99,5.99,29.96,11073,9266,1807,8
2018-02-26,494000,5.99,19.99,333.72,11524,9614,1910,8
2018-04-25,477000,19.99,6.0,30.02,12125,10106,2019,8
2018-04-30,454000,6.0,19.99,333.17,12655,10449,2206,8
2018-06-21,572000,19.99,4.99,24.96,13568,11206,2362,8
2018-07-05,573000,4.99,19.99,400.6,13769,11362,2407,8
2018-07-07,577000,19.99,4.99,24.96,13800,11387,2413,8
2018-07-21,587000,4.99,19.99,400.6,14093,11592,2501,8
2018-07-25,602000,19.99,14.99,74.99,14155,11637,2518,8
2018-09-15,631000,14.99,5.09,33.96,14535,11937,2598,8
2018-09-29,634000,5.09,14.99,294.5,14689,12041,2648,8
2018-10-29,676000,14.99,5.09,33.96,14850,12162,2688,8
2018-11-01,675000,5.09,14.99,294.5,14859,12170,2689,8
2018-11-21,687000,14.99,5.09,33.96,14941,12241,2700,8
2018-11-27,708000,5.09,14.99,294.5,15223,12505,2718,8
2018-11-28,709000,14.99,4.49,29.95,15237,12519,2718,8
2018-12-12,719000,4.49,14.99,333.85,15396,12632,2764,8
2018-12-20,728000,14.99,4.49,29.95,15445,12673,2772,8
2019-01-03,741000,4.49,14.99,333.85,15550,12750,2800,8
2019-02-04,767000,14.99,4.49,29.95,15687,12858,2829,8
2019-02-11,774000,4.49,14.99,333.85,15718,12882,2836,8
2019-06-06,849000,14.99,3.74,24.95,16077,13145,2932,8
2019-06-20,864000,3.74,14.99,400.8,16184,13230,2954,8
2019-06-25,876000,14.99,2.99,19.95,16219,13259,2960,8
2019-07-09,952000,2.99,14.99,501.34,16837,13832,3005,8
2019-08-02,856000,14.99,3.74,24.95,16922,13891,3031,8
2019-08-16,1015000,3.74,14.99,400.8,17001,13952,3049,8
2019-09-30,1072000,14.99,3.74,24.95,17126,14057,3069,8
2019-10-14,1088000,3.74,14.99,400.8,17222,14124,3098,8
2019-10-28,1111000,14.99,3.74,24.95,17271,14158,3113,8
2019-11-01,1118000,3.74,14.99,400.8,17325,14207,3118,8
2019-11-09,947000,14.99,3.74,24.95,17465,14342,3123,8
2019-11-12,1144000,3.74,14.99,400.8,17515,14390,3125,8
2019-11-26,1170000,14.99,3.74,24.95,17673,14535,3138,8
2019-12-03,1181000,3.74,14.99,400.8,17760,14617,3143,8
2019-12-04,991000,14.99,3.74,24.95,17769,14626,3143,8
2019-12-18,1217000,3.74,14.99,400.8,17925,14767,3158,8
2019-12-19,1221000,14.99,3.74,24.95,17936,14774,3162,8
2020-01-02,1243000,3.74,14.99,400.8,18108,14934,3174,8
2020-01-23,1167000,14.99,3.74,24.95,18241,15053,3188,8
2020-01-27,1008000,3.74,14.99,400.8,18277,15082,3195,8
2020-03-26,1000000,14.99,7.49,49.97,18652,15415,3237,8
2020-04-09,1228000,7.49,14.99,200.13,18769,15516,3253,8
2020-06-16,1305000,14.99,7.49,49.97,19167,15858,3309,8
2020-07-09,1322000,7.49,14.99,200.13,19289,15963,3326,8
2020-10-29,1081000,14.99,7.49,49.97,19763,16358,3405,8
2020-11-02,1396000,7.49,14.99,200.13,19781,16372,3409,8
2020-11-25,1406000,14.99,7.49,49.97,19850,16430,3420,8
2020-12-01,1410000,7.49,14.99,200.13,19891,16467,3424,8
