date,Owners,Price,PriceChangeTo,discount,total_reviews,total_positive,total_negative,review_score
2018-09-13,30,0.0,12.79,,0,0,0,0
2018-09-20,32000,12.79,15.99,125.02,924,873,51,8
2018-10-29,62000,15.99,12.79,79.99,1669,1566,103,8
2018-11-01,63000,12.79,15.99,125.02,1693,1586,107,8
2018-11-11,65000,15.99,11.99,74.98,1755,1642,113,8
2018-11-13,69000,11.99,15.99,133.36,1802,1685,117,8
2018-11-21,71000,15.99,12.79,79.99,1891,1762,129,8
2018-11-27,81000,12.79,15.99,125.02,2407,2267,140,8
2018-12-20,83000,15.99,12.79,79.99,2520,2372,148,8
2019-01-03,91000,12.79,15.99,125.02,2654,2495,159,8
2019-07-22,105000,15.99,19.99,125.02,3100,2872,228,8
2019-09-03,107000,19.99,13.99,69.98,3142,2912,230,8
2019-09-12,111000,13.99,19.99,142.89,3333,3073,260,8
2019-11-01,117000,19.99,13.99,69.98,3526,3243,283,8
2019-11-14,121000,13.99,19.99,142.89,3639,3349,290,8
2019-11-26,122000,19.99,13.99,69.98,3709,3416,293,8
2019-12-03,125000,13.99,19.99,142.89,3817,3522,295,8
2019-12-19,124000,19.99,13.99,69.98,3878,3579,299,8
2020-01-02,128000,13.99,19.99,142.89,3982,3674,308,8
2020-01-23,119000,19.99,13.99,69.98,4082,3762,320,8
2020-01-28,121000,13.99,19.99,142.89,4105,3780,325,8
2020-02-03,117000,19.99,13.99,69.98,4131,3804,327,8
2020-02-10,121000,13.99,19.99,142.89,4169,3838,331,8
2020-03-23,125000,19.99,13.99,69.98,4285,3947,338,8
2020-03-30,127000,13.99,19.99,142.89,4315,3976,339,8
2020-05-11,131000,19.99,13.99,69.98,4452,4101,351,8
2020-05-18,134000,13.99,19.99,142.89,4494,4139,355,8
2020-06-25,135000,19.99,13.99,69.98,4595,4228,367,8
2020-07-09,137000,13.99,19.99,142.89,4644,4268,376,8
2020-07-20,137000,19.99,13.99,69.98,4676,4297,379,8
2020-07-27,141000,13.99,19.99,142.89,4697,4316,381,8
2020-09-29,154000,19.99,13.99,69.98,4840,4445,395,8
2020-10-04,159000,13.99,19.99,142.89,4858,4461,397,8
2020-10-19,183000,19.99,14.99,74.99,4902,4501,401,8
2020-10-26,186000,14.99,19.99,133.36,4923,4520,403,8
2020-10-29,144000,19.99,13.99,69.98,4937,4532,405,8
2020-11-01,185000,13.99,19.99,142.89,4943,4537,406,8
2020-11-05,185000,19.99,12.99,64.98,4959,4551,408,8
2020-11-08,192000,12.99,19.99,153.89,4969,4555,414,8
2020-11-25,189000,19.99,13.99,69.98,5022,4603,419,8
2020-12-01,190000,13.99,19.99,142.89,5087,4667,420,8
2020-12-07,148000,19.99,13.99,69.98,5100,4677,423,8
2020-12-14,191000,13.99,19.99,142.89,5116,4692,424,8
2020-12-22,149000,19.99,13.39,66.98,5133,4706,427,8
2021-01-05,196000,13.39,19.99,149.29,5200,4760,440,8
2021-01-08,196000,19.99,24.99,125.01,5218,4776,442,8
2021-02-11,190000,24.99,19.99,79.99,5305,4851,454,8
2021-02-22,195000,19.99,24.99,125.01,5359,4899,460,8
2021-02-25,135000,24.99,18.74,74.99,5386,4922,464,8
2021-03-04,196000,18.74,24.99,133.35,6599,5827,772,8
2021-05-04,243000,24.99,17.49,69.99,8507,7357,1150,8
2021-05-07,249000,17.49,24.99,142.88,8595,7415,1180,8
2021-05-10,250000,24.99,17.49,69.99,8666,7464,1202,8
2021-05-17,253000,17.49,24.99,142.88,8832,7600,1232,8
2021-05-27,250000,24.99,17.49,69.99,8988,7730,1258,8
2021-05-31,253000,17.49,24.99,142.88,9031,7768,1263,8
2021-06-24,251000,24.99,17.49,69.99,9198,7901,1297,8
2021-07-08,255000,17.49,24.99,142.88,9342,7999,1343,8
2021-07-16,255000,24.99,17.49,69.99,9400,8046,1354,8
2021-07-26,256000,17.49,24.99,142.88,9493,8103,1390,8
2021-08-07,257000,24.99,17.49,69.99,9566,8163,1403,8
2021-08-14,258000,17.49,24.99,142.88,9614,8199,1415,8
2021-09-05,257000,24.99,17.49,69.99,9735,8302,1433,8
2021-09-12,262000,17.49,24.99,142.88,9773,8327,1446,8
2021-10-04,261000,24.99,16.74,66.99,9865,8405,1460,8
2021-10-11,268000,16.74,24.99,149.28,10009,8502,1507,8
2021-10-28,267000,24.99,17.49,69.99,10133,8600,1533,8
2021-11-01,268000,17.49,24.99,142.88,10159,8620,1539,8
2021-11-04,269000,24.99,16.24,64.99,10173,8632,1541,8
2021-11-12,271000,16.24,24.99,153.88,10257,8694,1563,8
2021-11-15,271000,24.99,17.49,69.99,10285,8714,1571,8
2021-11-22,272000,17.49,24.99,142.88,10354,8773,1581,8
2021-11-24,272000,24.99,17.49,69.99,10362,8776,1586,8
2021-12-01,284000,17.49,24.99,142.88,11249,9643,1606,8
2021-12-22,287000,24.99,16.24,64.99,11368,9735,1633,8
2022-01-05,289000,16.24,24.99,153.88,11434,9787,1647,8
2022-01-27,292000,24.99,14.99,59.98,11525,9849,1676,8
2022-02-03,294000,14.99,24.99,166.71,11551,9871,1680,8
2022-02-14,296000,24.99,14.99,59.98,11591,9903,1688,8
2022-02-21,298000,14.99,24.99,166.71,11634,9931,1703,8
2022-05-15,308000,24.99,12.49,49.98,11854,10100,1754,8
2022-05-17,313000,12.49,24.99,200.08,11876,10110,1766,8
2022-06-23,323000,24.99,12.49,49.98,12024,10211,1813,8
2022-07-07,327000,12.49,24.99,200.08,12070,10247,1823,8
2022-08-02,335000,24.99,12.49,49.98,12154,10308,1846,8
2022-08-09,337000,12.49,24.99,200.08,12180,10325,1855,8
2022-09-08,346000,24.99,12.49,49.98,12250,10375,1875,8
2022-09-11,347000,12.49,24.99,200.08,12271,10386,1885,8
2022-10-10,357000,24.99,12.49,49.98,12373,10454,1919,8
2022-10-17,360000,12.49,24.99,200.08,12393,10466,1927,8
