date,Owners,Price,PriceChangeTo,discount,total_reviews,total_positive,total_negative,review_score
2016-06-27,,0.0,7.99,,0,0,0,0
2016-07-04,3000.0,7.99,9.99,125.03,59,58,1,8
2016-08-29,4000.0,9.99,6.99,69.97,99,93,6,8
2016-09-05,5000.0,6.99,9.99,142.92,105,99,6,8
2016-11-07,5000.0,9.99,4.99,49.95,120,112,8,8
2016-11-14,6000.0,4.99,9.99,200.2,134,126,8,8
2016-11-23,6000.0,9.99,4.99,49.95,143,135,8,8
2016-11-29,7000.0,4.99,9.99,200.2,159,151,8,8
2016-12-22,7000.0,9.99,4.99,49.95,164,155,9,8
2017-01-02,9000.0,4.99,9.99,200.2,174,165,9,8
2017-02-13,10000.0,9.99,4.99,49.95,210,199,11,8
2017-02-20,11000.0,4.99,9.99,200.2,266,254,12,8
2017-03-30,11000.0,9.99,4.99,49.95,305,292,13,8
2017-04-03,12000.0,4.99,9.99,200.2,312,298,14,8
2017-06-22,100000.0,9.99,4.99,49.95,428,394,34,8
2017-07-05,101000.0,4.99,9.99,200.2,492,452,40,8
2017-08-21,111000.0,9.99,4.99,49.95,573,521,52,8
2017-08-28,109000.0,4.99,9.99,200.2,588,536,52,8
2017-11-13,111000.0,9.99,4.99,49.95,701,637,64,8
2017-11-20,114000.0,4.99,9.99,200.2,734,669,65,8
2017-11-22,114000.0,9.99,4.99,49.95,737,672,65,8
2017-11-29,118000.0,4.99,9.99,200.2,778,713,65,8
2017-12-21,118000.0,9.99,4.99,49.95,801,736,65,8
2018-01-04,118000.0,4.99,9.99,200.2,814,748,66,8
2018-02-15,146000.0,9.99,2.49,24.92,854,782,72,8
2018-02-19,159000.0,2.49,9.99,401.2,880,804,76,8
2018-04-30,148000.0,9.99,4.99,49.95,1023,933,90,8
2018-05-07,150000.0,4.99,9.99,200.2,1035,945,90,8
2018-06-21,114000.0,9.99,2.49,24.92,1083,988,95,8
2018-07-05,151000.0,2.49,9.99,401.2,1110,1014,96,8
2018-08-13,142000.0,9.99,3.99,39.94,1139,1040,99,8
2018-08-20,144000.0,3.99,9.99,250.38,1151,1052,99,8
2018-10-29,145000.0,9.99,3.99,39.94,1194,1089,105,8
2018-11-01,146000.0,3.99,9.99,250.38,1196,1091,105,8
2018-11-21,144000.0,9.99,2.49,24.92,1203,1096,107,8
2018-11-27,137000.0,2.49,9.99,401.2,1227,1120,107,8
2018-12-20,136000.0,9.99,2.49,24.92,1243,1133,110,8
2019-01-03,132000.0,2.49,9.99,401.2,1258,1146,112,8
2019-01-21,127000.0,9.99,4.99,49.95,1266,1153,113,8
2019-01-28,130000.0,4.99,9.99,200.2,1273,1159,114,8
2019-02-04,125000.0,9.99,2.49,24.92,1278,1164,114,8
2019-02-11,124000.0,2.49,9.99,401.2,1288,1174,114,8
2019-04-29,112000.0,9.99,2.49,24.92,1337,1217,120,8
2019-05-06,113000.0,2.49,9.99,401.2,1346,1225,121,8
2019-05-12,114000.0,9.99,3.99,39.94,1351,1230,121,8
2019-05-28,179000.0,3.99,9.99,250.38,1370,1248,122,8
2019-06-25,164000.0,9.99,3.49,34.93,1382,1259,123,8
2019-07-09,157000.0,3.49,9.99,286.25,1436,1311,125,8
2019-10-28,168000.0,9.99,3.99,39.94,1478,1352,126,8
2019-11-01,172000.0,3.99,9.99,250.38,1480,1354,126,8
2019-11-10,173000.0,9.99,3.99,39.94,1481,1355,126,8
2019-11-12,169000.0,3.99,9.99,250.38,1482,1356,126,8
2019-11-26,166000.0,9.99,3.99,39.94,1484,1358,126,8
2019-12-03,165000.0,3.99,9.99,250.38,1487,1361,126,8
2019-12-19,94000.0,9.99,3.99,39.94,1490,1363,127,8
2020-01-02,170000.0,3.99,9.99,250.38,1496,1366,130,8
2020-01-23,150000.0,9.99,4.99,49.95,1506,1374,132,8
2020-01-27,146000.0,4.99,9.99,200.2,1509,1377,132,8
2020-03-03,161000.0,9.99,4.99,49.95,1524,1392,132,8
2020-03-06,163000.0,4.99,9.99,200.2,1526,1394,132,8
2020-04-30,85000.0,9.99,4.99,49.95,1545,1410,135,8
2020-05-06,159000.0,4.99,9.99,200.2,1550,1415,135,8
2020-05-21,155000.0,9.99,4.99,49.95,1556,1420,136,8
2020-05-25,156000.0,4.99,9.99,200.2,1559,1423,136,8
2020-06-25,151000.0,9.99,3.49,34.93,1571,1435,136,8
2020-07-09,147000.0,3.49,9.99,286.25,1585,1447,138,8
2020-08-03,146000.0,9.99,4.99,49.95,1595,1457,138,8
2020-08-10,145000.0,4.99,9.99,200.2,1596,1458,138,8
2020-10-29,96000.0,9.99,3.49,34.93,1617,1476,141,8
2020-11-02,136000.0,3.49,9.99,286.25,1618,1477,141,8
2020-11-07,98000.0,9.99,3.49,34.93,1620,1479,141,8
2020-11-09,135000.0,3.49,9.99,286.25,1623,1482,141,8
2020-11-16,98000.0,9.99,4.99,49.95,1626,1485,141,8
2020-11-23,133000.0,4.99,9.99,200.2,1629,1488,141,8
2020-11-25,132000.0,9.99,3.49,34.93,1631,1489,142,8
2020-12-01,132000.0,3.49,9.99,286.25,1636,1494,142,8
2020-12-22,132000.0,9.99,2.99,29.93,1639,1496,143,8
2021-01-05,131000.0,2.99,9.99,334.11,1650,1506,144,8
2021-01-25,127000.0,9.99,4.99,49.95,1659,1513,146,8
2021-02-02,127000.0,4.99,9.99,200.2,1663,1516,147,8
2021-02-12,103000.0,9.99,4.99,49.95,1663,1516,147,8
2021-02-14,103000.0,4.99,9.99,200.2,1663,1516,147,8
2021-04-20,112000.0,9.99,4.99,49.95,1680,1531,149,8
2021-04-26,115000.0,4.99,9.99,200.2,1682,1533,149,8
2021-04-29,115000.0,9.99,4.99,49.95,1683,1534,149,8
2021-05-06,115000.0,4.99,9.99,200.2,1685,1536,149,8
2021-05-31,113000.0,9.99,5.99,59.96,1691,1542,149,8
2021-06-07,113000.0,5.99,9.99,166.78,1693,1544,149,8
2021-06-24,111000.0,9.99,3.99,39.94,1698,1548,150,8
2021-07-08,110000.0,3.99,9.99,250.38,1702,1552,150,8
2021-10-28,108000.0,9.99,4.99,49.95,1716,1564,152,8
2021-11-01,108000.0,4.99,9.99,200.2,1718,1565,153,8
2021-11-05,108000.0,9.99,4.99,49.95,1718,1565,153,8
2021-11-12,107000.0,4.99,9.99,200.2,1719,1566,153,8
2021-11-24,109000.0,9.99,3.99,39.94,1722,1569,153,8
2021-12-01,108000.0,3.99,9.99,250.38,1724,1571,153,8
2021-12-22,107000.0,9.99,2.99,29.93,1726,1573,153,8
2022-01-05,106000.0,2.99,9.99,334.11,1731,1577,154,8
2022-01-27,105000.0,9.99,4.99,49.95,1735,1581,154,8
