date,Owners,Price,PriceChangeTo,discount,total_reviews,total_positive,total_negative,review_score
2016-05-17,13000,0.0,39.99,,0,0,0,0
2016-09-01,312000,39.99,35.99,90.0,3649,3038,611,8
2016-09-05,317000,35.99,39.99,111.11,3762,3133,629,8
2016-09-13,331000,39.99,35.99,90.0,3865,3223,642,8
2016-09-16,337000,35.99,39.99,111.11,3899,3253,646,8
2016-10-28,372000,39.99,35.99,90.0,4434,3696,738,8
2016-11-01,377000,35.99,39.99,111.11,4480,3734,746,8
2016-11-23,390000,39.99,26.79,66.99,4760,3960,800,8
2016-11-29,400000,26.79,39.99,149.27,5808,4951,857,8
2016-12-15,424000,39.99,26.79,66.99,6061,5167,894,8
2016-12-19,435000,26.79,39.99,149.27,6241,5305,936,8
2016-12-22,445000,39.99,26.79,66.99,6315,5360,955,8
2017-01-02,456000,26.79,39.99,149.27,6608,5601,1007,8
2017-03-23,524000,39.99,23.99,59.99,7898,6711,1187,8
2017-03-27,532000,23.99,39.99,166.69,8017,6807,1210,8
2017-04-06,547000,39.99,23.99,59.99,8218,6989,1229,8
2017-04-10,551000,23.99,39.99,166.69,8341,7104,1237,8
2017-06-14,608000,39.99,19.99,49.99,9773,8273,1500,8
2017-06-19,623000,19.99,39.99,200.05,10241,8542,1699,8
2017-06-22,639000,39.99,19.99,49.99,10380,8635,1745,8
2017-07-05,680000,19.99,39.99,200.05,11124,9207,1917,8
2017-09-21,793000,39.99,16.0,40.01,12634,10474,2160,8
2017-09-25,816000,16.0,39.99,249.94,12882,10685,2197,8
2017-10-26,818000,39.99,15.99,39.98,13589,11294,2295,8
2017-11-01,846000,15.99,39.99,250.09,13823,11485,2338,8
2017-11-22,873000,39.99,15.99,39.98,14311,11910,2401,8
2017-11-28,882000,15.99,39.99,250.09,16205,13737,2468,8
2017-12-21,924000,39.99,15.99,39.98,16796,14264,2532,8
2018-01-04,983000,15.99,39.99,250.09,17428,14837,2591,8
2018-02-15,978000,39.99,15.99,39.98,18451,15751,2700,8
2018-02-19,980000,15.99,39.99,250.09,18595,15879,2716,8
2018-03-08,1017000,39.99,15.99,39.98,19104,16331,2773,8
2018-03-12,1029000,15.99,39.99,250.09,19598,16744,2854,8
2018-05-17,896000,39.99,15.99,39.98,21316,18176,3140,8
2018-05-21,904000,15.99,39.99,250.09,21500,18333,3167,8
2018-06-21,927000,39.99,15.99,39.98,22381,19084,3297,8
2018-07-05,946000,15.99,39.99,250.09,22950,19564,3386,8
2018-09-06,981000,39.99,15.99,39.98,24564,20959,3605,8
2018-09-10,996000,15.99,39.99,250.09,24731,21105,3626,8
2018-11-21,1031000,39.99,15.99,39.98,26217,22411,3806,8
2018-11-27,1173000,15.99,39.99,250.09,30535,26621,3914,8
2018-12-20,1203000,39.99,15.99,39.98,31216,27257,3959,8
2019-01-03,1241000,15.99,39.99,250.09,31985,27965,4020,8
2019-02-04,1269000,39.99,15.99,39.98,32846,28723,4123,8
2019-02-11,1286000,15.99,39.99,250.09,33180,29020,4160,8
2019-02-28,1469000,39.99,15.99,39.98,33734,29501,4233,8
