date,Owners,Price,PriceChangeTo,discount,total_reviews,total_positive,total_negative,review_score
2015-04-30,825000,59.99,44.99,75.0,12603,8135,4468,5
2015-05-04,841000,44.99,59.99,133.34,12755,8231,4524,5
2015-06-11,870000,59.99,44.99,75.0,13501,8667,4834,5
2015-06-14,877000,44.99,29.39,65.33,13565,8703,4862,5
2015-06-16,888000,29.39,44.99,153.08,13628,8742,4886,5
2015-06-21,892000,44.99,29.39,65.33,13744,8804,4940,5
2015-06-22,892000,29.39,59.99,204.12,13773,8821,4952,5
2015-09-17,953000,59.99,29.99,49.99,15359,9629,5730,5
2015-09-21,958000,29.99,59.99,200.03,15449,9673,5776,5
2015-11-25,981000,59.99,29.99,49.99,16299,10125,6174,5
2015-12-01,995000,29.99,59.99,200.03,16380,10167,6213,5
2015-12-04,992000,59.99,29.99,49.99,16406,10178,6228,5
2015-12-05,989000,29.99,59.99,200.03,16423,10184,6239,5
2015-12-22,995000,59.99,29.99,49.99,16589,10280,6309,5
2016-01-04,1008000,29.99,59.99,200.03,16766,10387,6379,5
2016-02-05,1047000,59.99,29.99,49.99,16997,10517,6480,5
2016-02-12,993000,29.99,59.99,200.03,17064,10554,6510,5
2016-04-14,1013000,59.99,29.99,49.99,17421,10763,6658,5
2016-04-18,1018000,29.99,59.99,200.03,17444,10773,6671,5
2016-06-23,1017000,59.99,29.99,49.99,17704,10902,6802,5
2016-07-04,1016000,29.99,59.99,200.03,17767,10934,6833,5
2016-09-01,1030000,59.99,29.99,49.99,17974,11051,6923,5
2016-09-05,1033000,29.99,59.99,200.03,18005,11065,6940,5
2016-10-28,1074000,59.99,29.99,49.99,18182,11162,7020,5
2016-11-01,1084000,29.99,59.99,200.03,18201,11169,7032,5
2016-11-23,1092000,59.99,29.99,49.99,18298,11221,7077,5
2016-11-29,1083000,29.99,59.99,200.03,18389,11291,7098,5
2016-12-22,1097000,59.99,29.99,49.99,18452,11324,7128,5
2017-01-02,1096000,29.99,59.99,200.03,18499,11350,7149,5
2017-05-18,1102000,59.99,29.99,49.99,18916,11588,7328,5
2017-05-22,1105000,29.99,59.99,200.03,18939,11602,7337,5
2017-06-22,1106000,59.99,29.99,49.99,19025,11663,7362,5
2017-07-05,1111000,29.99,59.99,200.03,19106,11703,7403,5
2017-10-05,1161000,59.99,29.99,49.99,19313,11814,7499,5
2017-10-09,1153000,29.99,59.99,200.03,19332,11825,7507,5
2017-11-23,1139000,59.99,38.99,64.99,19451,11893,7558,5
2017-11-28,1156000,38.99,59.99,153.86,19493,11929,7564,5
2017-12-21,1131000,59.99,38.99,64.99,19550,11970,7580,5
2018-01-04,1167000,38.99,59.99,153.86,19597,12006,7591,5
2018-02-15,1145000,59.99,29.39,48.99,19697,12072,7625,5
2018-02-19,1129000,29.39,59.99,204.12,19709,12078,7631,5
2018-03-15,1150000,59.99,19.79,32.99,19766,12114,7652,5
2018-03-19,1147000,19.79,59.99,303.13,19777,12116,7661,5
2018-06-20,1024000,59.99,29.39,48.99,19971,12236,7735,5
2018-07-05,1025000,29.39,59.99,204.12,20012,12255,7757,5
2018-09-06,856000,59.99,19.79,32.99,20119,12316,7803,5
2018-09-11,857000,19.79,59.99,303.13,20126,12321,7805,5
2018-10-29,862000,59.99,19.79,32.99,20208,12365,7843,5
2018-11-01,862000,19.79,59.99,303.13,20210,12366,7844,5
2018-11-21,863000,59.99,19.79,32.99,20248,12394,7854,5
2018-11-27,866000,19.79,59.99,303.13,20290,12429,7861,5
2018-12-20,867000,59.99,19.79,32.99,20319,12454,7865,5
2019-01-03,869000,19.79,59.99,303.13,20351,12472,7879,5
2019-02-04,869000,59.99,19.79,32.99,20403,12504,7899,5
2019-02-11,870000,19.79,59.99,303.13,20411,12510,7901,5
2019-06-25,846000,59.99,19.79,32.99,20571,12623,7948,5
2019-07-09,853000,19.79,59.99,303.13,20699,12724,7975,5
2019-10-27,859000,59.99,19.79,32.99,20845,12828,8017,5
2019-11-01,861000,19.79,59.99,303.13,20861,12841,8020,5
2019-11-10,864000,59.99,24.99,41.66,20919,12887,8032,5
2019-11-11,865000,24.99,59.99,240.06,20928,12894,8034,5
2019-11-26,866000,59.99,14.99,24.99,20974,12932,8042,5
2019-12-03,869000,14.99,59.99,400.2,21021,12971,8050,5
2019-12-19,871000,59.99,14.99,24.99,21063,13007,8056,5
2020-01-02,474000,14.99,59.99,400.2,21124,13052,8072,5
2020-01-23,799000,59.99,14.99,24.99,21181,13098,8083,5
2020-01-27,786000,14.99,59.99,400.2,21200,13110,8090,5
2020-05-07,781000,59.99,14.99,24.99,21473,13330,8143,5
2020-05-19,786000,14.99,59.99,400.2,21562,13396,8166,5
2020-06-25,789000,59.99,19.79,32.99,21680,13485,8195,5
2020-07-10,791000,19.79,59.99,303.13,21736,13523,8213,5
2021-01-20,829000,59.99,49.99,83.33,22133,13827,8306,5
2021-01-25,829000,49.99,59.99,120.0,22144,13836,8308,5
2021-01-26,829000,59.99,49.99,83.33,22146,13838,8308,5
2021-01-28,829000,49.99,59.99,120.0,22147,13839,8308,5
2021-01-29,829000,59.99,49.99,83.33,22148,13840,8308,5
2021-02-04,829000,49.99,59.99,120.0,22163,13854,8309,5
2021-02-06,830000,59.99,49.99,83.33,22167,13856,8311,5
2021-02-07,829000,49.99,59.99,120.0,22170,13857,8313,5
2021-02-09,830000,59.99,49.99,83.33,22175,13861,8314,5
2021-02-12,830000,49.99,14.99,29.99,22179,13864,8315,5
2021-02-15,830000,14.99,49.99,333.49,22195,13875,8320,5
2021-02-20,831000,49.99,59.99,120.0,22226,13902,8324,5
2021-02-21,831000,59.99,49.99,83.33,22231,13907,8324,5
2021-02-22,832000,49.99,59.99,120.0,22235,13909,8326,5
2021-02-23,832000,59.99,49.99,83.33,22236,13909,8327,5
2021-02-27,832000,49.99,59.99,120.0,22248,13919,8329,5
2021-03-01,832000,59.99,49.99,83.33,22254,13924,8330,5
2021-03-02,832000,49.99,59.99,120.0,22255,13925,8330,5
2021-03-03,832000,59.99,49.99,83.33,22257,13927,8330,5
2021-03-05,434000,49.99,59.99,120.0,22260,13929,8331,5
2021-03-06,833000,59.99,49.99,83.33,22264,13931,8333,5
2021-03-11,833000,49.99,59.99,120.0,22273,13938,8335,5
2021-03-12,810000,59.99,49.99,83.33,22275,13940,8335,5
2021-03-13,810000,49.99,59.99,120.0,22277,13942,8335,5
2021-03-14,414000,59.99,49.99,83.33,22278,13942,8336,5
2021-03-16,811000,49.99,59.99,120.0,22283,13947,8336,5
2021-03-17,811000,59.99,49.99,83.33,22285,13949,8336,5
2021-03-18,811000,49.99,59.99,120.0,22288,13950,8338,5
2021-03-20,811000,59.99,49.99,83.33,22292,13953,8339,5
2021-03-25,811000,49.99,59.99,120.0,22307,13965,8342,5
2021-03-26,811000,59.99,49.99,83.33,22310,13968,8342,5
2021-03-28,812000,49.99,59.99,120.0,22317,13974,8343,5
2021-04-02,812000,59.99,49.99,83.33,22327,13981,8346,5
2021-04-03,812000,49.99,59.99,120.0,22327,13981,8346,5
2021-04-04,812000,59.99,49.99,83.33,22328,13982,8346,5
2021-04-05,812000,49.99,59.99,120.0,22328,13982,8346,5
2021-04-06,812000,59.99,49.99,83.33,22331,13985,8346,5
2021-04-07,812000,49.99,59.99,120.0,22332,13986,8346,5
2021-04-08,812000,59.99,49.99,83.33,22335,13989,8346,5
2021-04-09,812000,49.99,59.99,120.0,22338,13991,8347,5
2021-04-10,812000,59.99,49.99,83.33,22338,13991,8347,5
2021-04-11,812000,49.99,59.99,120.0,22342,13993,8349,5
2021-04-12,812000,59.99,49.99,83.33,22345,13996,8349,5
2021-04-13,812000,49.99,59.99,120.0,22346,13997,8349,5
2021-04-15,813000,59.99,49.99,83.33,22350,14000,8350,5
2021-04-16,813000,49.99,59.99,120.0,22353,14003,8350,5
2021-04-19,813000,59.99,49.99,83.33,22361,14010,8351,5
2021-04-21,813000,49.99,59.99,120.0,22364,14012,8352,5
2021-04-22,813000,59.99,49.99,83.33,22366,14013,8353,5
2021-04-23,813000,49.99,59.99,120.0,22367,14013,8354,5
2021-04-24,414000,59.99,49.99,83.33,22368,14014,8354,5
2021-04-28,813000,49.99,59.99,120.0,22374,14019,8355,5
2021-04-30,813000,59.99,49.99,83.33,22377,14022,8355,5
2021-05-01,813000,49.99,59.99,120.0,22379,14024,8355,5
2021-05-02,814000,59.99,49.99,83.33,22381,14026,8355,5
2021-05-06,814000,49.99,24.99,49.99,22386,14029,8357,5
2021-05-09,814000,24.99,29.99,120.01,22393,14032,8361,5
2021-05-10,814000,29.99,24.99,83.33,22396,14034,8362,5
2021-05-14,815000,24.99,29.99,120.01,22407,14045,8362,5
2021-05-15,417000,29.99,24.99,83.33,22410,14048,8362,5
2021-05-17,815000,24.99,59.99,240.06,22415,14053,8362,5
2021-05-18,815000,59.99,49.99,83.33,22418,14056,8362,5
2021-05-27,816000,49.99,59.99,120.0,22442,14074,8368,5
2021-05-30,816000,59.99,49.99,83.33,22445,14077,8368,5
2021-06-01,816000,49.99,59.99,120.0,22450,14080,8370,5
2021-06-03,816000,59.99,49.99,83.33,22452,14081,8371,5
2021-06-08,816000,49.99,59.99,120.0,22457,14085,8372,5
2021-06-09,816000,59.99,49.99,83.33,22461,14089,8372,5
2021-06-13,817000,49.99,59.99,120.0,22466,14091,8375,5
2021-06-14,817000,59.99,49.99,83.33,22468,14093,8375,5
2021-06-18,817000,49.99,59.99,120.0,22473,14096,8377,5
2021-06-19,415000,59.99,49.99,83.33,22473,14096,8377,5
2021-07-01,817000,49.99,59.99,120.0,22486,14105,8381,5
2021-07-06,818000,59.99,49.99,83.33,22499,14114,8385,5
2021-07-13,818000,49.99,59.99,120.0,22505,14118,8387,5
2021-07-14,818000,59.99,49.99,83.33,22507,14120,8387,5
2021-07-16,818000,49.99,59.99,120.0,22509,14122,8387,5
2021-07-17,819000,59.99,49.99,83.33,22511,14124,8387,5
2021-07-19,818000,49.99,59.99,120.0,22514,14127,8387,5
2021-07-21,819000,59.99,49.99,83.33,22517,14129,8388,5
2021-08-01,819000,49.99,59.99,120.0,22531,14139,8392,5
2021-08-02,819000,59.99,24.99,41.66,22534,14142,8392,5
2021-08-04,819000,24.99,29.99,120.01,22540,14145,8395,5
2021-08-06,820000,29.99,24.99,83.33,22548,14149,8399,5
2021-08-09,821000,24.99,49.99,200.04,22561,14161,8400,5
2021-08-14,856000,49.99,59.99,120.0,22572,14168,8404,5
2021-08-15,856000,59.99,49.99,83.33,22577,14172,8405,5
2021-08-16,443000,49.99,59.99,120.0,22579,14174,8405,5
2021-08-18,857000,59.99,49.99,83.33,22584,14178,8406,5
2021-08-21,857000,49.99,59.99,120.0,22588,14181,8407,5
2021-08-22,857000,59.99,49.99,83.33,22591,14182,8409,5
2021-08-29,857000,49.99,59.99,120.0,22598,14187,8411,5
2021-09-01,857000,59.99,49.99,83.33,22606,14195,8411,5
2021-09-02,857000,49.99,59.99,120.0,22606,14195,8411,5
2021-09-03,857000,59.99,49.99,83.33,22606,14195,8411,5
2021-09-04,857000,49.99,59.99,120.0,22606,14195,8411,5
2021-09-07,857000,59.99,49.99,83.33,22606,14195,8411,5
2021-09-09,857000,49.99,59.99,120.0,22608,14196,8412,5
2021-09-11,857000,59.99,49.99,83.33,22611,14199,8412,5
2021-09-16,857000,49.99,59.99,120.0,22617,14203,8414,5
2021-09-17,858000,59.99,49.99,83.33,22620,14205,8415,5
2021-09-20,858000,49.99,24.99,49.99,22627,14210,8417,5
2021-09-23,858000,24.99,29.99,120.01,22636,14213,8423,5
2021-09-24,858000,29.99,24.99,83.33,22639,14216,8423,5
2021-09-26,859000,24.99,49.99,200.04,22646,14221,8425,5
2021-10-03,859000,49.99,59.99,120.0,22663,14235,8428,5
2021-10-06,860000,59.99,49.99,83.33,22670,14242,8428,5
2021-10-07,860000,49.99,59.99,120.0,22671,14243,8428,5
2021-10-08,860000,59.99,49.99,83.33,22673,14245,8428,5
2021-10-11,860000,49.99,59.99,120.0,22676,14247,8429,5
2021-10-16,860000,59.99,49.99,83.33,22683,14252,8431,5
2021-10-21,860000,49.99,59.99,120.0,22693,14261,8432,5
2021-10-22,860000,59.99,49.99,83.33,22693,14261,8432,5
2021-10-24,860000,49.99,59.99,120.0,22694,14262,8432,5
2021-10-25,860000,59.99,49.99,83.33,22696,14264,8432,5
2021-10-26,860000,49.99,59.99,120.0,22697,14265,8432,5
2021-10-27,860000,59.99,49.99,83.33,22698,14266,8432,5
2021-10-28,860000,49.99,19.79,39.59,22699,14267,8432,5
2021-11-01,861000,19.79,49.99,252.6,22712,14278,8434,5
2021-11-05,861000,49.99,59.99,120.0,22726,14291,8435,5
2021-11-07,862000,59.99,49.99,83.33,22732,14297,8435,5
2021-11-12,862000,49.99,59.99,120.0,22737,14300,8437,5
2021-11-13,862000,59.99,49.99,83.33,22740,14302,8438,5
2021-11-14,862000,49.99,59.99,120.0,22742,14303,8439,5
2021-11-15,862000,59.99,49.99,83.33,22742,14303,8439,5
2021-11-19,862000,49.99,59.99,120.0,22751,14312,8439,5
2021-11-21,863000,59.99,49.99,83.33,22755,14316,8439,5
2021-11-22,863000,49.99,59.99,120.0,22758,14318,8440,5
2021-11-23,863000,59.99,49.99,83.33,22761,14321,8440,5
2021-11-24,863000,49.99,19.79,39.59,22764,14324,8440,5
2021-12-01,864000,19.79,59.99,303.13,22790,14347,8443,5
2021-12-03,864000,59.99,49.99,83.33,22793,14349,8444,5
2021-12-08,865000,49.99,59.99,120.0,22806,14359,8447,5
2021-12-09,865000,59.99,49.99,83.33,22808,14361,8447,5
2021-12-14,865000,49.99,59.99,120.0,22818,14370,8448,5
2021-12-15,865000,59.99,49.99,83.33,22819,14371,8448,5
2021-12-16,865000,49.99,59.99,120.0,22820,14372,8448,5
2021-12-17,866000,59.99,49.99,83.33,22821,14373,8448,5
2021-12-22,866000,49.99,24.99,49.99,22829,14380,8449,5
2021-12-23,866000,24.99,39.99,160.02,22831,14381,8450,5
2021-12-24,866000,39.99,24.99,62.49,22833,14383,8450,5
2021-12-26,866000,24.99,39.99,160.02,22835,14384,8451,5
2021-12-28,866000,39.99,24.99,62.49,22840,14388,8452,5
2021-12-30,866000,24.99,39.99,160.02,22841,14389,8452,5
2021-12-31,866000,39.99,24.99,62.49,22843,14390,8453,5
2022-01-04,867000,24.99,39.99,160.02,22852,14399,8453,5
2022-01-05,867000,39.99,49.99,125.01,22853,14400,8453,5
2022-01-10,867000,49.99,59.99,120.0,22862,14408,8454,5
2022-01-12,867000,59.99,49.99,83.33,22865,14411,8454,5
2022-01-16,867000,49.99,59.99,120.0,22873,14418,8455,5
2022-01-17,868000,59.99,49.99,83.33,22876,14421,8455,5
2022-01-20,448000,49.99,59.99,120.0,22879,14424,8455,5
2022-01-21,868000,59.99,49.99,83.33,22880,14425,8455,5
2022-01-22,868000,49.99,59.99,120.0,22881,14426,8455,5
2022-01-26,868000,59.99,19.79,32.99,22887,14430,8457,5
2022-02-02,868000,19.79,49.99,252.6,22899,14441,8458,5
2022-02-03,869000,49.99,59.99,120.0,22904,14444,8460,5
2022-02-04,869000,59.99,49.99,83.33,22909,14449,8460,5
2022-02-06,869000,49.99,59.99,120.0,22911,14451,8460,5
2022-02-07,869000,59.99,49.99,83.33,22913,14452,8461,5
2022-02-17,870000,49.99,59.99,120.0,22931,14467,8464,5
2022-02-20,870000,59.99,49.99,83.33,22938,14473,8465,5
2022-02-21,871000,49.99,59.99,120.0,22941,14475,8466,5
2022-02-23,871000,59.99,49.99,83.33,22945,14477,8468,5
2022-02-26,871000,49.99,59.99,120.0,22947,14479,8468,5
2022-02-27,871000,59.99,49.99,83.33,22948,14480,8468,5
2022-02-28,871000,49.99,59.99,120.0,22950,14482,8468,5
2022-03-01,871000,59.99,49.99,83.33,22950,14482,8468,5
2022-03-03,871000,49.99,59.99,120.0,22954,14485,8469,5
2022-03-05,871000,59.99,49.99,83.33,22955,14486,8469,5
2022-03-08,871000,49.99,59.99,120.0,22962,14489,8473,5
2022-03-09,871000,59.99,49.99,83.33,22964,14489,8475,5
2022-03-14,872000,49.99,59.99,120.0,22984,14504,8480,5
2022-03-21,873000,59.99,49.99,83.33,23000,14516,8484,5
2022-03-30,873000,49.99,59.99,120.0,23007,14521,8486,5
2022-04-01,873000,59.99,49.99,83.33,23008,14522,8486,5
2022-04-02,873000,49.99,59.99,120.0,23010,14524,8486,5
2022-04-04,873000,59.99,49.99,83.33,23013,14526,8487,5
2022-04-07,874000,49.99,19.79,39.59,23017,14529,8488,5
2022-04-21,877000,19.79,59.99,303.13,23101,14592,8509,5
2022-04-22,878000,59.99,49.99,83.33,23106,14595,8511,5
2022-04-26,879000,49.99,59.99,120.0,23124,14611,8513,5
2022-04-27,879000,59.99,49.99,83.33,23127,14613,8514,5
2022-04-29,879000,49.99,59.99,120.0,23131,14616,8515,5
2022-05-01,879000,59.99,49.99,83.33,23139,14621,8518,5
2022-05-07,880000,49.99,59.99,120.0,23159,14635,8524,5
2022-05-08,880000,59.99,49.99,83.33,23159,14635,8524,5
2022-05-09,880000,49.99,59.99,120.0,23162,14637,8525,5
2022-05-10,880000,59.99,49.99,83.33,23163,14637,8526,5
2022-05-11,880000,49.99,59.99,120.0,23165,14638,8527,5
2022-05-14,880000,59.99,49.99,83.33,23172,14642,8530,5
2022-05-16,881000,49.99,59.99,120.0,23176,14644,8532,5
2022-05-18,881000,59.99,49.99,83.33,23179,14647,8532,5
2022-05-21,881000,49.99,59.99,120.0,23186,14652,8534,5
