date,Owners,Price,PriceChangeTo,discount,total_reviews,total_positive,total_negative,review_score
2016-05-27,1000,0.0,39.99,,0,0,0,0
2016-06-10,10000,39.99,44.99,112.5,0,0,0,0
2016-06-17,13000,44.99,49.99,111.11,307,243,64,6
2016-06-27,18000,49.99,34.99,69.99,401,311,90,6
2016-07-04,19000,34.99,49.99,142.87,438,338,100,6
2016-08-09,24000,49.99,32.49,64.99,516,394,122,6
2016-08-12,26000,32.49,49.99,153.86,532,405,127,6
2016-12-09,36000,49.99,19.99,39.99,727,556,171,6
2016-12-11,39000,19.99,49.99,250.08,742,565,177,6
2016-12-22,42000,49.99,24.99,49.99,809,612,197,6
2017-01-02,45000,24.99,49.99,200.04,869,658,211,6
2017-03-17,51000,49.99,22.49,44.99,984,741,243,6
2017-03-19,50000,22.49,49.99,222.28,998,751,247,6
2017-05-15,54000,49.99,29.99,59.99,1071,812,259,6
2017-05-22,56000,29.99,49.99,166.69,1085,820,265,6
2017-06-22,58000,49.99,17.49,34.99,1113,842,271,6
2017-07-05,126000,17.49,49.99,285.82,1167,885,282,6
2017-07-28,201000,49.99,19.99,39.99,1302,980,322,6
2017-07-30,205000,19.99,49.99,250.08,1320,990,330,6
2017-10-26,243000,49.99,14.99,29.99,1555,1169,386,6
2017-11-01,244000,14.99,49.99,333.49,1569,1179,390,6
2017-11-22,253000,49.99,9.99,19.98,1619,1217,402,6
2017-11-29,258000,9.99,49.99,500.4,1705,1285,420,6
2017-12-20,256000,49.99,9.99,19.98,1780,1335,445,6
2018-01-04,273000,9.99,49.99,500.4,1851,1387,464,6
2018-02-15,268000,49.99,9.99,19.98,1958,1466,492,6
2018-02-19,267000,9.99,49.99,500.4,1969,1473,496,6
2018-03-19,273000,49.99,14.99,29.99,2044,1536,508,6
2018-03-29,282000,14.99,49.99,333.49,2082,1560,522,6
2018-06-21,146000,49.99,14.99,29.99,2205,1643,562,6
2018-07-05,307000,14.99,49.99,333.49,2231,1666,565,6
2018-08-11,317000,49.99,14.99,29.99,2297,1719,578,6
2018-08-13,329000,14.99,49.99,333.49,2305,1724,581,6
2018-08-20,319000,49.99,19.99,39.99,2342,1757,585,6
2018-08-27,323000,19.99,49.99,250.08,2356,1763,593,6
2018-10-22,321000,49.99,14.99,29.99,2425,1817,608,6
2018-11-01,340000,14.99,49.99,333.49,2453,1838,615,6
2018-11-21,331000,49.99,12.49,24.98,2496,1866,630,6
