date,Owners,Price,PriceChangeTo,discount,total_reviews,total_positive,total_negative,review_score
2017-11-22,399000,59.99,49.79,83.0,10861,9119,1742,8
2017-11-28,432000,49.79,59.99,120.49,17003,15026,1977,8
2017-12-07,454000,59.99,47.99,80.0,17986,15861,2125,8
2017-12-09,455000,47.99,59.99,125.01,18133,15981,2152,8
2017-12-21,515000,59.99,41.99,69.99,18842,16580,2262,8
2018-01-04,601000,41.99,59.99,142.87,20490,17925,2565,8
2018-02-15,658000,59.99,40.19,66.99,22829,19900,2929,8
2018-02-19,661000,40.19,59.99,149.27,23087,20111,2976,8
2018-03-20,728000,59.99,35.99,59.99,24405,21255,3150,8
2018-03-26,744000,35.99,59.99,166.69,24957,21685,3272,8
2018-04-13,731000,59.99,35.99,59.99,25772,22359,3413,8
2018-04-16,740000,35.99,59.99,166.69,25893,22450,3443,8
2018-05-24,1270000,59.99,35.99,59.99,26820,23210,3610,8
2018-05-28,1285000,35.99,59.99,166.69,27096,23417,3679,8
2018-06-21,1317000,59.99,29.99,49.99,27841,24009,3832,8
2018-07-05,1360000,29.99,59.99,200.03,28592,24549,4043,8
2018-09-13,1426000,59.99,29.99,49.99,30088,25724,4364,8
2018-09-17,1413000,29.99,59.99,200.03,30331,25861,4470,8
2018-11-21,1468000,59.99,23.99,39.99,31480,26639,4841,8
2018-11-27,1470000,23.99,59.99,250.06,32934,28030,4904,8
2018-12-06,1486000,59.99,29.99,49.99,33119,28184,4935,8
2018-12-10,1482000,29.99,59.99,200.03,33192,28236,4956,8
2018-12-20,1495000,59.99,19.79,32.99,33313,28329,4984,8
2019-01-03,1496000,19.79,59.99,303.13,33775,28682,5093,8
2019-02-04,1531000,59.99,19.79,32.99,34274,29067,5207,8
2019-02-11,1517000,19.79,59.99,303.13,34435,29189,5246,8
2019-02-28,1541000,59.99,19.79,32.99,34699,29394,5305,8
2019-03-04,1524000,19.79,59.99,303.13,34788,29456,5332,8
2019-06-25,1557000,59.99,23.99,39.99,36116,30518,5598,8
2019-07-09,1614000,23.99,59.99,250.06,37545,31874,5671,8
2019-08-09,1625000,59.99,23.99,39.99,37810,32087,5723,8
2019-08-13,1627000,23.99,59.99,250.06,37867,32130,5737,8
2019-10-17,1644000,59.99,23.99,39.99,38258,32447,5811,8
2019-10-21,1646000,23.99,59.99,250.06,38294,32476,5818,8
2019-11-10,1670000,59.99,19.79,32.99,38848,33000,5848,8
2019-11-12,1672000,19.79,59.99,303.13,38919,33066,5853,8
2019-11-26,1687000,59.99,19.79,32.99,39338,33450,5888,8
2019-12-03,1706000,19.79,59.99,303.13,39779,33851,5928,8
2019-12-19,1726000,59.99,14.99,24.99,40242,34280,5962,8
2020-01-02,1770000,14.99,59.99,400.2,41109,35055,6054,8
2020-01-16,1763000,59.99,14.99,24.99,41771,35650,6121,8
2020-01-20,1723000,14.99,59.99,400.2,42009,35852,6157,8
2020-01-23,1660000,59.99,14.99,24.99,42254,36068,6186,8
2020-01-27,1645000,14.99,59.99,400.2,42527,36307,6220,8
2020-03-16,1701000,59.99,14.99,24.99,44435,37998,6437,8
2020-03-26,1752000,14.99,59.99,400.2,45351,38801,6550,8
2020-04-30,1822000,59.99,14.99,24.99,46932,40212,6720,8
2020-05-04,1832000,14.99,59.99,400.2,47250,40468,6782,8
2020-06-25,1910000,59.99,11.99,19.99,49435,42396,7039,8
2020-07-09,1965000,11.99,59.99,500.33,50718,43474,7244,8
2020-07-20,1976000,59.99,11.99,19.99,51578,44200,7378,8
2020-07-27,1984000,11.99,59.99,500.33,52247,44755,7492,8
2020-10-13,2062000,59.99,11.99,19.99,54840,47027,7813,8
2020-10-19,2085000,11.99,59.99,500.33,55310,47428,7882,8
2020-11-25,1342000,59.99,11.99,19.99,57204,49108,8096,8
2020-12-01,2157000,11.99,59.99,500.33,57917,49751,8166,8
2020-12-22,2223000,59.99,11.99,19.99,58994,50716,8278,8
2021-01-05,2230000,11.99,59.99,500.33,59923,51547,8376,8
2021-01-25,2290000,59.99,11.99,19.99,60826,52365,8461,8
2021-02-01,2289000,11.99,59.99,500.33,61297,52776,8521,8
2021-02-11,2319000,59.99,11.99,19.99,61915,53335,8580,8
2021-02-14,2319000,11.99,59.99,500.33,62052,53458,8594,8
2021-03-16,2326000,59.99,11.99,19.99,63119,54409,8710,8
2021-03-29,2391000,11.99,59.99,500.33,63998,55162,8836,8
