date,Owners,Price,PriceChangeTo,discount,total_reviews,total_positive,total_negative,review_score
2015-04-27,1141000,9.99,2.99,29.93,1878,1721,157,8
2015-05-07,1204000,2.99,9.99,334.11,1938,1766,172,8
2015-07-21,1260000,9.99,7.49,74.97,2133,1930,203,8
2015-07-28,1278000,7.49,9.99,133.38,2383,2152,231,8
2015-07-29,1289000,9.99,7.49,74.97,2400,2168,232,8
2015-08-03,1299000,7.49,9.99,133.38,2514,2272,242,8
2015-11-12,1363000,9.99,2.99,29.93,2959,2652,307,8
2015-11-16,1364000,2.99,9.99,334.11,2992,2682,310,8
2015-11-25,1403000,9.99,2.99,29.93,3048,2732,316,8
2015-12-01,1432000,2.99,9.99,334.11,3091,2772,319,8
2015-12-22,1585000,9.99,2.99,29.93,3254,2912,342,8
2016-01-04,1763000,2.99,9.99,334.11,3539,3157,382,8
2016-02-05,1867000,9.99,2.99,29.93,3822,3399,423,8
2016-02-12,1849000,2.99,9.99,334.11,3887,3457,430,8
2016-05-03,1937000,9.99,2.49,24.92,4197,3734,463,8
2016-05-09,1958000,2.49,9.99,401.2,4236,3768,468,8
2016-09-15,1982000,9.99,3.99,39.94,4685,4171,514,8
2016-09-18,1990000,3.99,9.99,250.38,4697,4183,514,8
2016-11-23,2073000,9.99,2.49,24.92,4862,4326,536,8
2016-11-29,2064000,2.49,9.99,401.2,5357,4816,541,8
2016-12-22,2148000,9.99,2.49,24.92,5468,4917,551,8
2017-01-02,2205000,2.49,9.99,401.2,5558,4997,561,8
2017-05-02,2239000,9.99,2.49,24.92,5980,5363,617,8
2017-05-08,2228000,2.49,9.99,401.2,6026,5395,631,8
2017-06-22,2264000,9.99,2.49,24.92,6204,5557,647,8
2017-07-05,2322000,2.49,9.99,401.2,6298,5641,657,8
2017-09-01,2429000,9.99,3.39,33.93,6497,5815,682,8
2017-09-03,2426000,3.39,9.99,294.69,6508,5826,682,8
2017-12-14,2395000,9.99,3.39,33.93,7057,6347,710,8
2017-12-21,2408000,3.39,9.99,294.69,7112,6397,715,8
2018-02-15,2361000,9.99,3.99,39.94,7383,6644,739,8
2018-02-19,2365000,3.99,9.99,250.38,7393,6653,740,8
2018-05-01,2526000,9.99,3.39,33.93,7535,6780,755,8
2018-05-08,2514000,3.39,9.99,294.69,7564,6805,759,8
2018-06-21,2568000,9.99,3.99,39.94,7682,6905,777,8
2018-07-05,2571000,3.99,9.99,250.38,7731,6949,782,8
