date,Owners,Price,PriceChangeTo,discount,total_reviews,total_positive,total_negative,review_score
2016-03-15,5000,0.0,2.69,,16,16,0,7
2016-03-21,7000,2.69,2.99,111.15,291,284,7,8
2016-04-28,13000,2.99,2.69,89.97,689,659,30,9
2016-05-02,14000,2.69,2.99,111.15,742,707,35,9
2016-06-23,15000,2.99,2.69,89.97,855,812,43,8
2016-07-04,16000,2.69,2.99,111.15,886,842,44,9
2016-11-23,17000,2.99,2.54,84.95,1001,951,50,9
2016-11-29,17000,2.54,2.99,117.72,1024,974,50,9
2016-12-22,18000,2.99,2.39,79.93,1037,986,51,9
2017-01-02,19000,2.39,2.99,125.1,1053,1000,53,8
2017-06-22,17000,2.99,2.39,79.93,1147,1085,62,8
2017-07-05,18000,2.39,2.99,125.1,1166,1103,63,8
2017-10-27,20000,2.99,2.54,84.95,1216,1148,68,8
2017-11-01,20000,2.54,2.99,117.72,1220,1152,68,8
2017-11-23,21000,2.99,2.54,84.95,1225,1156,69,8
2017-11-28,20000,2.54,2.99,117.72,1227,1158,69,8
2017-12-21,21000,2.99,2.39,79.93,1236,1166,70,8
2018-01-04,21000,2.39,2.99,125.1,1243,1173,70,8
2018-02-14,22000,2.99,2.39,79.93,1253,1183,70,8
2018-02-19,21000,2.39,2.99,125.1,1256,1186,70,8
2018-06-21,21000,2.99,2.39,79.93,1279,1209,70,8
2018-07-05,21000,2.39,2.99,125.1,1282,1212,70,8
2018-09-28,23000,2.99,2.39,79.93,1297,1225,72,8
2018-10-05,23000,2.39,2.99,125.1,1301,1228,73,8
2018-10-29,23000,2.99,2.39,79.93,1307,1234,73,8
2018-11-01,23000,2.39,2.99,125.1,1307,1234,73,8
2018-11-21,24000,2.99,2.39,79.93,1312,1239,73,8
2018-11-27,25000,2.39,2.99,125.1,1314,1241,73,8
2018-12-20,25000,2.99,2.24,74.92,1319,1246,73,8
2019-01-03,25000,2.24,2.99,133.48,1320,1247,73,8
2019-02-04,29000,2.99,2.24,74.92,1330,1256,74,8
2019-02-11,30000,2.24,2.99,133.48,1332,1258,74,8
2019-04-29,34000,2.99,2.24,74.92,1380,1304,76,8
2019-05-06,36000,2.24,2.99,133.48,1389,1312,77,8
2020-03-03,43000,2.99,1.49,49.83,1552,1468,84,8
2020-03-05,39000,1.49,2.99,200.67,1556,1472,84,8
2020-04-30,46000,2.99,1.49,49.83,1612,1524,88,8
2020-05-06,46000,1.49,2.99,200.67,1618,1530,88,8
2020-10-02,46000,2.99,1.94,64.88,1673,1582,91,8
2020-10-05,48000,1.94,2.99,154.12,1673,1582,91,8
2020-10-29,48000,2.99,1.94,64.88,1685,1591,94,8
2020-11-02,49000,1.94,2.99,154.12,1687,1592,95,8
2020-11-25,49000,2.99,1.94,64.88,1694,1599,95,8
2020-12-01,49000,1.94,2.99,154.12,1695,1600,95,8
2020-12-22,49000,2.99,1.94,64.88,1704,1609,95,8
2021-01-05,50000,1.94,2.99,154.12,1715,1619,96,8
2021-01-17,50000,2.99,1.94,64.88,1718,1622,96,8
2021-01-25,51000,1.94,2.99,154.12,1724,1628,96,8
2021-02-12,51000,2.99,1.79,59.87,1732,1635,97,8
2021-02-15,51000,1.79,2.99,167.04,1733,1636,97,8
2021-04-29,52000,2.99,1.79,59.87,1759,1661,98,8
2021-05-06,52000,1.79,2.99,167.04,1763,1665,98,8
2021-05-17,52000,2.99,1.79,59.87,1766,1668,98,8
2021-05-24,53000,1.79,2.99,167.04,1768,1669,99,8
2021-06-24,53000,2.99,1.79,59.87,1771,1670,101,8
2021-07-08,54000,1.79,2.99,167.04,1785,1683,102,8
2021-10-28,57000,2.99,1.79,59.87,1835,1728,107,8
2021-11-01,57000,1.79,2.99,167.04,1837,1730,107,8
2021-11-24,58000,2.99,1.79,59.87,1848,1740,108,8
2021-12-01,58000,1.79,2.99,167.04,1851,1743,108,8
2021-12-22,59000,2.99,1.79,59.87,1857,1749,108,8
2022-01-05,60000,1.79,2.99,167.04,1866,1757,109,8
2022-01-26,61000,2.99,1.79,59.87,1881,1768,113,8
2022-02-02,61000,1.79,2.99,167.04,1885,1772,113,8
2022-02-14,55000,2.99,1.79,59.87,1893,1780,113,8
2022-02-20,63000,1.79,2.99,167.04,1896,1783,113,8
2022-03-28,63000,2.99,1.79,59.87,1903,1790,113,8
2022-04-01,64000,1.79,2.99,167.04,1906,1793,113,8
2022-04-29,64000,2.99,1.79,59.87,1912,1797,115,8
2022-05-07,64000,1.79,2.99,167.04,1914,1799,115,8
2022-06-05,65000,2.99,1.79,59.87,1920,1804,116,8
2022-06-12,65000,1.79,2.99,167.04,1922,1806,116,8
2022-06-23,65000,2.99,1.79,59.87,1923,1806,117,8
2022-07-07,65000,1.79,2.99,167.04,1930,1811,119,8
2022-08-14,66000,2.99,1.79,59.87,1938,1819,119,8
2022-08-28,66000,1.79,2.99,167.04,1939,1820,119,8
2022-09-29,66000,2.99,1.79,59.87,1942,1823,119,8
2022-10-08,56000,1.79,2.99,167.04,1944,1825,119,8
