date,Owners,Price,PriceChangeTo,discount,total_reviews,total_positive,total_negative,review_score
2015-05-25,95000,14.99,1.79,11.94,387,341,46,8
2015-06-02,97000,1.79,14.99,837.43,393,344,49,8
2015-06-11,103000,14.99,0.74,4.94,402,352,50,8
2015-06-22,104000,0.74,14.99,2025.68,421,368,53,8
2015-08-03,101000,14.99,11.99,79.99,446,390,56,8
2015-08-10,103000,11.99,14.99,125.02,451,395,56,8
2015-08-24,107000,14.99,1.49,9.94,453,397,56,8
2015-09-01,113000,1.49,14.99,1006.04,468,411,57,8
2015-10-26,115000,14.99,1.49,9.94,495,434,61,8
2015-11-02,116000,1.49,14.99,1006.04,501,440,61,8
2015-11-26,111000,14.99,1.49,9.94,516,454,62,8
2015-12-01,115000,1.49,14.99,1006.04,524,461,63,8
2015-12-22,113000,14.99,1.49,9.94,532,466,66,8
2016-01-04,116000,1.49,14.99,1006.04,538,472,66,8
2016-02-05,120000,14.99,1.49,9.94,557,488,69,8
2016-02-13,119000,1.49,14.99,1006.04,561,492,69,8
2016-02-15,120000,14.99,1.49,9.94,562,493,69,8
2016-02-22,122000,1.49,14.99,1006.04,569,500,69,8
2016-04-18,116000,14.99,1.49,9.94,598,525,73,8
2016-04-25,121000,1.49,14.99,1006.04,602,527,75,8
2016-06-23,125000,14.99,1.49,9.94,622,546,76,8
2016-07-11,125000,1.49,14.99,1006.04,636,558,78,8
2016-09-06,124000,14.99,1.49,9.94,668,589,79,8
2016-09-12,124000,1.49,14.99,1006.04,674,594,80,8
2016-11-07,136000,14.99,1.49,9.94,697,616,81,8
2016-11-14,137000,1.49,14.99,1006.04,703,622,81,8
2016-11-23,139000,14.99,1.49,9.94,707,626,81,8
2016-11-30,131000,1.49,14.99,1006.04,712,631,81,8
2016-12-08,141000,14.99,1.49,9.94,716,635,81,8
2016-12-12,142000,1.49,14.99,1006.04,722,641,81,8
2016-12-22,143000,14.99,1.49,9.94,730,648,82,8
2017-01-02,153000,1.49,14.99,1006.04,737,655,82,8
2017-01-23,146000,14.99,1.49,9.94,744,658,86,8
2017-01-30,146000,1.49,14.99,1006.04,749,663,86,8
2017-03-27,145000,14.99,1.49,9.94,769,682,87,8
2017-04-03,147000,1.49,14.99,1006.04,772,685,87,8
2017-05-29,155000,14.99,1.49,9.94,797,706,91,8
2017-06-05,151000,1.49,14.99,1006.04,802,711,91,8
2017-06-13,142000,14.99,9.99,66.64,807,716,91,8
2017-06-22,153000,9.99,0.99,9.91,808,717,91,8
2017-07-05,153000,0.99,9.99,1009.09,822,730,92,8
2017-08-21,154000,9.99,0.99,9.91,830,736,94,8
2017-09-04,160000,0.99,9.99,1009.09,841,747,94,8
2017-10-26,166000,9.99,1.99,19.92,861,766,95,8
2017-11-01,167000,1.99,9.99,502.01,863,768,95,8
2017-11-03,166000,9.99,1.99,19.92,863,768,95,8
2017-11-07,171000,1.99,9.99,502.01,866,771,95,8
2017-11-22,169000,9.99,0.99,9.91,882,784,98,8
2017-11-28,175000,0.99,9.99,1009.09,895,797,98,8
2017-12-21,173000,9.99,0.99,9.91,899,801,98,8
2018-01-04,172000,0.99,9.99,1009.09,903,805,98,8
2018-02-15,167000,9.99,0.99,9.91,918,816,102,8
2018-02-19,170000,0.99,9.99,1009.09,919,817,102,8
2018-02-20,168000,9.99,0.99,9.91,919,817,102,8
