date,Owners,Price,PriceChangeTo,discount,total_reviews,total_positive,total_negative,review_score
2016-05-22,8000,10.19,11.99,117.66,157,132,25,8
2016-06-23,12000,11.99,9.59,79.98,204,170,34,8
2016-07-04,13000,9.59,11.99,125.03,220,183,37,8
2016-07-18,12000,11.99,9.59,79.98,227,189,38,8
2016-07-25,13000,9.59,11.99,125.03,242,199,43,8
2016-09-19,17000,11.99,8.39,69.97,251,206,45,8
2016-09-26,17000,8.39,11.99,142.91,257,208,49,8
2016-10-28,17000,11.99,7.19,59.97,274,221,53,8
2016-11-01,17000,7.19,11.99,166.76,275,222,53,8
2016-11-23,19000,11.99,7.19,59.97,285,230,55,8
2016-11-29,20000,7.19,11.99,166.76,291,233,58,8
2016-12-22,19000,11.99,7.19,59.97,295,236,59,8
2017-01-02,24000,7.19,11.99,166.76,303,241,62,6
2017-02-06,20000,11.99,7.19,59.97,306,244,62,6
2017-02-13,21000,7.19,11.99,166.76,310,247,63,6
2017-03-30,23000,11.99,7.19,59.97,318,254,64,6
2017-04-03,24000,7.19,11.99,166.76,320,254,66,6
2017-04-17,23000,11.99,5.99,49.96,325,258,67,6
2017-04-24,23000,5.99,11.99,200.17,335,266,69,6
2017-06-22,23000,11.99,5.99,49.96,349,276,73,6
2017-07-05,24000,5.99,11.99,200.17,355,280,75,6
2017-07-10,26000,11.99,4.79,39.95,357,281,76,6
2017-07-17,27000,4.79,11.99,250.31,364,288,76,6
2017-08-28,29000,11.99,4.79,39.95,369,290,79,6
2017-09-04,27000,4.79,11.99,250.31,373,291,82,6
2017-09-25,31000,11.99,4.79,39.95,377,293,84,6
2017-10-02,28000,4.79,11.99,250.31,384,296,88,6
2017-10-26,28000,11.99,4.19,34.95,389,301,88,6
2017-11-01,28000,4.19,11.99,286.16,389,301,88,6
2017-11-22,30000,11.99,3.59,29.94,396,305,91,6
2017-11-29,30000,3.59,11.99,333.98,400,308,92,6
2017-12-21,30000,11.99,3.59,29.94,408,314,94,6
2018-01-04,32000,3.59,11.99,333.98,421,322,99,6
2018-01-16,31000,11.99,3.59,29.94,425,325,100,6
2018-01-22,32000,3.59,11.99,333.98,430,327,103,6
2018-02-15,29000,11.99,3.59,29.94,436,329,107,6
2018-02-19,30000,3.59,11.99,333.98,437,330,107,6
2018-04-10,32000,11.99,3.59,29.94,442,334,108,6
2018-04-16,34000,3.59,11.99,333.98,444,334,110,6
2018-06-21,23000,11.99,3.59,29.94,447,336,111,6
2018-07-05,31000,3.59,11.99,333.98,450,338,112,6
2018-10-29,33000,11.99,3.59,29.94,456,342,114,6
2018-11-01,34000,3.59,11.99,333.98,456,342,114,6
2018-11-21,35000,11.99,3.59,29.94,456,342,114,6
2018-11-27,36000,3.59,11.99,333.98,461,347,114,6
2018-12-20,36000,11.99,3.59,29.94,462,348,114,6
2019-01-03,38000,3.59,11.99,333.98,463,348,115,6
2019-06-10,42000,11.99,4.79,39.95,473,355,118,6
2019-06-17,34000,4.79,11.99,250.31,481,362,119,6
2019-06-25,34000,11.99,3.59,29.94,481,362,119,6
2019-07-09,34000,3.59,11.99,333.98,486,367,119,6
2019-10-27,36000,11.99,3.59,29.94,493,371,122,6
2019-11-01,36000,3.59,11.99,333.98,493,371,122,6
2019-11-26,36000,11.99,3.59,29.94,493,371,122,6
2019-12-03,36000,3.59,11.99,333.98,495,373,122,6
2019-12-19,36000,11.99,3.59,29.94,495,373,122,6
2020-01-02,37000,3.59,11.99,333.98,498,375,123,6
2020-01-23,39000,11.99,2.99,24.94,501,375,126,6
2020-01-26,39000,2.99,11.99,401.0,502,376,126,6
2020-02-03,38000,11.99,2.99,24.94,503,377,126,6
2020-02-10,39000,2.99,11.99,401.0,505,379,126,6
2020-05-04,39000,11.99,3.59,29.94,516,388,128,6
2020-05-11,41000,3.59,11.99,333.98,517,389,128,6
2020-06-25,41000,11.99,2.99,24.94,520,392,128,6
2020-07-09,43000,2.99,11.99,401.0,524,395,129,6
2020-07-13,42000,11.99,2.99,24.94,525,396,129,6
2020-07-20,43000,2.99,11.99,401.0,528,399,129,6
2020-10-29,31000,11.99,2.99,24.94,539,406,133,6
2020-11-02,43000,2.99,11.99,401.0,539,406,133,6
2020-11-25,43000,11.99,2.99,24.94,541,408,133,6
2020-12-01,43000,2.99,11.99,401.0,541,408,133,6
2020-12-22,59000,11.99,2.99,24.94,542,409,133,6
2021-01-05,58000,2.99,11.99,401.0,543,410,133,6
2021-02-12,43000,11.99,2.99,24.94,544,410,134,6
2021-02-14,43000,2.99,11.99,401.0,544,410,134,6
2021-12-22,45000,11.99,3.59,29.94,560,422,138,6
2022-01-05,46000,3.59,11.99,333.98,561,422,139,6
2022-03-14,47000,11.99,2.99,24.94,568,426,142,6
2022-03-21,47000,2.99,11.99,401.0,569,426,143,6
2022-06-23,48000,11.99,2.99,24.94,574,430,144,6
2022-07-07,48000,2.99,11.99,401.0,575,431,144,6
