date,Owners,Price,PriceChangeTo,discount,total_reviews,total_positive,total_negative,review_score
2015-04-16,,0.0,11.99,,0,0,0,0
2015-04-23,12000.0,11.99,14.99,125.02,99,98,1,8
2015-06-11,20000.0,14.99,11.99,79.99,197,191,6,8
2015-06-15,20000.0,11.99,10.49,87.49,201,195,6,8
2015-06-16,20000.0,10.49,11.99,114.3,207,200,7,8
2015-06-22,21000.0,11.99,14.99,125.02,213,206,7,8
2015-10-22,29000.0,14.99,7.49,49.97,262,253,9,8
2015-10-26,31000.0,7.49,14.99,200.13,278,266,12,8
2015-11-25,32000.0,14.99,7.49,49.97,308,294,14,8
2015-12-01,32000.0,7.49,14.99,200.13,313,299,14,8
2015-12-22,33000.0,14.99,7.49,49.97,322,308,14,8
2016-01-04,36000.0,7.49,14.99,200.13,343,328,15,8
2016-02-05,39000.0,14.99,7.49,49.97,364,348,16,8
2016-02-12,38000.0,7.49,14.99,200.13,368,352,16,8
2016-06-23,39000.0,14.99,10.04,66.98,400,379,21,8
2016-07-04,40000.0,10.04,14.99,149.3,404,383,21,8
2016-10-20,57000.0,14.99,5.99,39.96,420,397,23,8
2016-10-22,64000.0,5.99,14.99,250.25,428,405,23,8
2016-11-23,103000.0,14.99,11.99,79.99,506,473,33,8
2016-11-29,101000.0,11.99,14.99,125.02,550,514,36,8
2016-12-22,103000.0,14.99,11.99,79.99,560,522,38,8
2017-01-02,102000.0,11.99,14.99,125.02,569,530,39,8
2017-04-17,118000.0,14.99,2.99,19.95,616,572,44,8
2017-04-24,122000.0,2.99,14.99,501.34,683,628,55,8
2017-06-22,166000.0,14.99,2.99,19.95,778,715,63,8
2017-07-05,174000.0,2.99,14.99,501.34,804,739,65,8
2017-08-10,176000.0,14.99,7.49,49.97,845,775,70,8
2017-08-14,182000.0,7.49,14.99,200.13,857,786,71,8
2017-10-16,186000.0,14.99,7.49,49.97,900,826,74,8
2017-10-23,186000.0,7.49,14.99,200.13,904,829,75,8
2017-11-22,185000.0,14.99,5.99,39.96,931,852,79,8
2017-11-28,181000.0,5.99,14.99,250.25,955,875,80,8
2017-12-21,181000.0,14.99,5.99,39.96,964,883,81,8
2018-01-04,185000.0,5.99,14.99,250.25,977,894,83,8
2018-02-15,178000.0,14.99,2.99,19.95,1001,915,86,8
2018-02-20,179000.0,2.99,14.99,501.34,1006,919,87,8
2018-03-05,167000.0,14.99,7.49,49.97,1011,924,87,8
2018-03-12,179000.0,7.49,14.99,200.13,1013,925,88,8
2018-05-08,152000.0,14.99,2.99,19.95,1034,945,89,8
2018-05-11,152000.0,2.99,14.99,501.34,1042,951,91,8
2018-06-21,134000.0,14.99,2.99,19.95,1086,991,95,8
2018-07-05,156000.0,2.99,14.99,501.34,1099,1003,96,8
2018-10-04,155000.0,14.99,7.04,46.96,1128,1031,97,8
2018-10-11,156000.0,7.04,14.99,212.93,1129,1032,97,8
2018-10-29,156000.0,14.99,4.49,29.95,1133,1035,98,8
2018-11-01,156000.0,4.49,14.99,333.85,1133,1035,98,8
2018-11-21,156000.0,14.99,2.99,19.95,1142,1044,98,8
2018-11-27,157000.0,2.99,14.99,501.34,1167,1068,99,8
2018-12-20,158000.0,14.99,2.99,19.95,1178,1079,99,8
2019-01-03,159000.0,2.99,14.99,501.34,1190,1091,99,8
2019-02-04,160000.0,14.99,2.99,19.95,1203,1102,101,8
2019-02-11,160000.0,2.99,14.99,501.34,1206,1105,101,8
2019-06-25,191000.0,14.99,2.99,19.95,1238,1133,105,8
2019-07-09,196000.0,2.99,14.99,501.34,1300,1190,110,8
2019-10-10,202000.0,14.99,2.99,19.95,1321,1209,112,8
2019-10-14,208000.0,2.99,14.99,501.34,1333,1220,113,8
2019-11-27,206000.0,14.99,4.49,29.95,1363,1249,114,8
2019-12-03,207000.0,4.49,14.99,333.85,1366,1252,114,8
2019-12-19,214000.0,14.99,4.49,29.95,1372,1257,115,8
2020-01-02,216000.0,4.49,14.99,333.85,1379,1264,115,8
2020-03-20,196000.0,14.99,2.99,19.95,1413,1296,117,8
2020-03-29,197000.0,2.99,14.99,501.34,1426,1308,118,8
2020-06-25,199000.0,14.99,2.99,19.95,1474,1352,122,8
2020-07-09,147000.0,2.99,14.99,501.34,1481,1359,122,8
2020-11-12,203000.0,14.99,7.49,49.97,1518,1395,123,8
2020-11-14,154000.0,7.49,14.99,200.13,1518,1395,123,8
2020-11-25,205000.0,14.99,2.99,19.95,1527,1400,127,8
2020-12-02,205000.0,2.99,14.99,501.34,1528,1401,127,8
2020-12-22,205000.0,14.99,2.99,19.95,1537,1408,129,8
2021-01-05,208000.0,2.99,14.99,501.34,1555,1424,131,8
2021-02-12,65000.0,14.99,2.99,19.95,1571,1437,134,8
2021-02-15,65000.0,2.99,14.99,501.34,1571,1437,134,8
2021-06-24,211000.0,14.99,2.99,19.95,1610,1473,137,8
2021-07-08,211000.0,2.99,14.99,501.34,1619,1481,138,8
2021-10-28,215000.0,14.99,5.99,39.96,1651,1511,140,8
2021-11-01,216000.0,5.99,14.99,250.25,1651,1511,140,8
2021-11-24,216000.0,14.99,5.99,39.96,1654,1514,140,8
2021-11-30,216000.0,5.99,14.99,250.25,1656,1516,140,8
2021-12-22,216000.0,14.99,4.49,29.95,1663,1521,142,8
2022-01-05,218000.0,4.49,14.99,333.85,1671,1527,144,8
2022-06-22,219000.0,14.99,2.99,19.95,1718,1572,146,8
2022-07-07,219000.0,2.99,14.99,501.34,1723,1577,146,8
