date,Owners,Price,PriceChangeTo,discount,total_reviews,total_positive,total_negative,review_score
2015-05-13,151000,14.99,7.49,49.97,1802,1670,132,8
2015-05-19,159000,7.49,14.99,200.13,1840,1699,141,8
2015-06-11,165000,14.99,7.49,49.97,1877,1725,152,8
2015-06-22,166000,7.49,14.99,200.13,1895,1741,154,8
2015-11-25,171000,14.99,4.94,32.96,2058,1860,198,8
2015-12-01,171000,4.94,14.99,303.44,2073,1869,204,8
2015-12-22,175000,14.99,4.94,32.96,2104,1886,218,8
2016-01-04,184000,4.94,14.99,303.44,2139,1914,225,8
2016-01-20,184000,14.99,4.94,32.96,2173,1936,237,8
2016-01-22,186000,4.94,14.99,303.44,2191,1949,242,8
2016-02-05,194000,14.99,4.94,32.96,2239,1987,252,8
2016-02-12,190000,4.94,14.99,303.44,2256,2000,256,8
2016-06-23,195000,14.99,4.94,32.96,2345,2069,276,8
2016-07-04,189000,4.94,14.99,303.44,2383,2103,280,8
2016-08-18,204000,14.99,4.94,32.96,2418,2131,287,8
2016-08-23,206000,4.94,14.99,303.44,2457,2161,296,8
2016-11-23,220000,14.99,4.94,32.96,2539,2226,313,8
2016-11-29,216000,4.94,14.99,303.44,2659,2339,320,8
2016-12-22,220000,14.99,4.94,32.96,2686,2364,322,8
2017-01-02,220000,4.94,14.99,303.44,2730,2398,332,8
2017-06-22,223000,14.99,4.94,32.96,2877,2512,365,8
2017-07-05,229000,4.94,14.99,303.44,2918,2549,369,8
2017-08-17,241000,14.99,4.94,32.96,2956,2580,376,8
2017-08-21,245000,4.94,14.99,303.44,2972,2595,377,8
2017-11-23,254000,14.99,4.94,32.96,3080,2677,403,8
2017-11-28,245000,4.94,14.99,303.44,3140,2733,407,8
2017-12-22,247000,14.99,4.94,32.96,3162,2749,413,8
2018-01-04,251000,4.94,14.99,303.44,3190,2768,422,8
2018-06-20,226000,14.99,4.94,32.96,3304,2857,447,8
2018-07-05,231000,4.94,14.99,303.44,3340,2885,455,8
2018-11-21,230000,14.99,4.94,32.96,3422,2945,477,8
2018-11-27,235000,4.94,14.99,303.44,3461,2984,477,8
2018-12-20,233000,14.99,4.94,32.96,3477,2997,480,8
2019-01-03,237000,4.94,14.99,303.44,3494,3011,483,8
2019-02-04,235000,14.99,4.94,32.96,3524,3036,488,8
2019-02-11,240000,4.94,14.99,303.44,3528,3040,488,8
2019-04-25,241000,14.99,4.94,32.96,3583,3087,496,8
2019-05-06,245000,4.94,14.99,303.44,3614,3104,510,8
2019-06-25,255000,14.99,4.94,32.96,3654,3132,522,8
2019-07-09,264000,4.94,14.99,303.44,3787,3262,525,8
2019-08-06,272000,14.99,3.74,24.95,3801,3268,533,8
2020-03-03,278000,3.74,14.99,400.8,4355,3770,585,8
2020-06-26,317000,14.99,3.74,24.95,4525,3926,599,8
2020-07-09,346000,3.74,14.99,400.8,4599,3992,607,8
2020-09-21,86000,14.99,3.75,25.02,4719,4106,613,8
2020-09-23,467000,3.75,14.99,399.73,4766,4137,629,8
2020-11-25,342000,14.99,3.74,24.95,4936,4278,658,8
2020-12-01,404000,3.74,14.99,400.8,4985,4326,659,8
2020-12-22,401000,14.99,3.74,24.95,5030,4366,664,8
2021-01-05,351000,3.74,14.99,400.8,5078,4405,673,8
2021-02-12,342000,14.99,3.74,24.95,5136,4459,677,8
2021-02-15,342000,3.74,14.99,400.8,5145,4468,677,8
2021-04-13,383000,14.99,3.74,24.95,5219,4538,681,8
2021-04-20,390000,3.74,14.99,400.8,5265,4579,686,8
2021-04-29,283000,14.99,3.74,24.95,5308,4617,691,8
2021-05-06,353000,3.74,14.99,400.8,5340,4646,694,8
2021-06-24,377000,14.99,3.74,24.95,5433,4732,701,8
2021-07-08,345000,3.74,14.99,400.8,5472,4769,703,8
2021-11-24,347000,14.99,3.74,24.95,5639,4919,720,8
2021-12-01,355000,3.74,14.99,400.8,5657,4935,722,8
2021-12-22,362000,14.99,3.74,24.95,5694,4967,727,8
2022-01-05,367000,3.74,14.99,400.8,5718,4990,728,8
2022-01-26,355000,14.99,3.74,24.95,5746,5016,730,8
2022-02-03,368000,3.74,14.99,400.8,5762,5027,735,8
2022-03-14,374000,14.99,3.74,24.95,5804,5065,739,8
2022-03-21,365000,3.74,14.99,400.8,5827,5087,740,8
2022-04-27,358000,14.99,3.74,24.95,5867,5122,745,8
2022-05-11,362000,3.74,14.99,400.8,5893,5147,746,8
2022-06-09,361000,14.99,3.74,24.95,5924,5175,749,8
2022-07-08,373000,3.74,14.99,400.8,5985,5229,756,8
2022-08-05,370000,14.99,3.74,24.95,6015,5255,760,8
2022-08-16,377000,3.74,14.99,400.8,6047,5283,764,8
