date,Owners,Price,PriceChangeTo,discount,total_reviews,total_positive,total_negative,review_score
2015-04-13,4000,16.99,19.99,117.66,73,66,7,8
2015-06-11,6000,19.99,14.99,74.99,123,111,12,8
2015-06-23,5000,14.99,19.99,133.36,130,117,13,8
2015-08-08,8000,19.99,16.99,84.99,143,127,16,8
2015-08-11,8000,16.99,19.99,117.66,149,132,17,8
2016-06-23,17000,19.99,14.99,74.99,247,218,29,8
2016-07-04,15000,14.99,19.99,133.36,262,231,31,8
2016-11-23,17000,19.99,14.99,74.99,296,264,32,8
2016-11-29,18000,14.99,19.99,133.36,311,279,32,8
2016-12-22,18000,19.99,14.99,74.99,317,285,32,8
2017-01-02,22000,14.99,19.99,133.36,324,292,32,8
2017-05-31,26000,19.99,15.99,79.99,374,335,39,8
2017-06-07,29000,15.99,19.99,125.02,574,492,82,8
2017-08-21,37000,19.99,14.99,74.99,762,647,115,8
2017-08-28,41000,14.99,19.99,133.36,769,653,116,8
2017-10-26,40000,19.99,14.99,74.99,806,681,125,8
2017-11-01,39000,14.99,19.99,133.36,819,689,130,8
2017-11-22,37000,19.99,14.99,74.99,835,703,132,8
2017-11-28,39000,14.99,19.99,133.36,857,724,133,8
2017-12-21,37000,19.99,14.99,74.99,869,734,135,8
2018-01-04,40000,14.99,19.99,133.36,880,743,137,8
2018-02-15,37000,19.99,14.99,74.99,903,764,139,8
2018-02-19,36000,14.99,19.99,133.36,907,767,140,8
2018-05-07,39000,19.99,9.99,49.97,946,797,149,8
2018-05-14,43000,9.99,19.99,200.1,963,807,156,8
2018-06-21,48000,19.99,9.99,49.97,1041,862,179,8
2018-07-05,50000,9.99,19.99,200.1,1072,887,185,8
2018-09-19,51000,19.99,11.99,59.98,1117,918,199,8
2018-09-26,51000,11.99,19.99,166.72,1124,922,202,8
2018-11-21,53000,19.99,7.99,39.97,1155,947,208,8
2018-11-27,55000,7.99,19.99,250.19,1184,973,211,8
2018-12-20,55000,19.99,7.99,39.97,1194,980,214,8
2019-01-03,57000,7.99,19.99,250.19,1202,986,216,8
2019-02-04,64000,19.99,7.99,39.97,1225,1001,224,8
2019-02-11,61000,7.99,19.99,250.19,1235,1008,227,8
2019-03-07,66000,19.99,6.79,33.97,1245,1014,231,8
2019-03-12,71000,6.79,19.99,294.4,1271,1029,242,8
2019-06-25,102000,19.99,6.99,34.97,1324,1069,255,8
2019-07-09,122000,6.99,19.99,285.98,1380,1119,261,8
2019-09-16,135000,19.99,6.99,34.97,1397,1129,268,8
2019-09-23,136000,6.99,19.99,285.98,1402,1133,269,8
2019-11-09,144000,19.99,5.99,29.96,1424,1154,270,8
2019-11-12,143000,5.99,19.99,333.72,1429,1159,270,8
2019-11-26,145000,19.99,5.99,29.96,1438,1166,272,8
2019-12-03,149000,5.99,19.99,333.72,1448,1176,272,8
2019-12-19,152000,19.99,5.99,29.96,1460,1185,275,8
2020-01-02,159000,5.99,19.99,333.72,1481,1203,278,8
2020-01-23,145000,19.99,5.99,29.96,1495,1215,280,8
2020-01-26,147000,5.99,19.99,333.72,1496,1216,280,8
2020-02-06,144000,19.99,4.99,24.96,1505,1223,282,8
2020-02-08,134000,4.99,19.99,400.6,1511,1227,284,8
2020-03-23,154000,19.99,6.99,34.97,1565,1271,294,8
2020-03-30,153000,6.99,19.99,285.98,1573,1279,294,8
2020-06-24,168000,19.99,6.99,34.97,1623,1323,300,8
2020-07-09,237000,6.99,19.99,285.98,1633,1330,303,8
2020-11-25,247000,19.99,5.99,29.96,1670,1359,311,8
2020-12-01,251000,5.99,19.99,333.72,1676,1364,312,8
2020-12-22,251000,19.99,5.99,29.96,1684,1371,313,8
2021-01-05,256000,5.99,19.99,333.72,1696,1380,316,8
2021-02-12,265000,19.99,5.99,29.96,1717,1392,325,8
2021-02-14,265000,5.99,19.99,333.72,1718,1393,325,8
2021-03-03,278000,19.99,4.99,24.96,1734,1406,328,8
2021-03-10,282000,4.99,19.99,400.6,1749,1416,333,8
2021-05-27,286000,19.99,4.99,24.96,1791,1450,341,8
2021-05-31,289000,4.99,19.99,400.6,1794,1453,341,8
2021-06-24,290000,19.99,4.99,24.96,1797,1456,341,8
2021-07-08,294000,4.99,19.99,400.6,1806,1464,342,8
2021-08-16,299000,19.99,4.99,24.96,1813,1469,344,8
2021-08-23,303000,4.99,19.99,400.6,1815,1471,344,8
2021-10-28,311000,19.99,4.99,24.96,1834,1486,348,8
2021-11-01,313000,4.99,19.99,400.6,1837,1489,348,8
2021-11-24,316000,19.99,4.99,24.96,1848,1499,349,8
2021-12-01,80000,4.99,19.99,400.6,1852,1502,350,8
2021-12-06,319000,19.99,4.99,24.96,1854,1503,351,8
2021-12-13,323000,4.99,19.99,400.6,1855,1504,351,8
2021-12-22,323000,19.99,4.99,24.96,1862,1509,353,8
2022-01-05,328000,4.99,19.99,400.6,1872,1518,354,8
2022-01-27,331000,19.99,3.99,19.96,1880,1523,357,8
2022-02-02,333000,3.99,19.99,501.0,1881,1524,357,8
2022-02-14,331000,19.99,3.99,19.96,1887,1529,358,8
2022-02-21,336000,3.99,19.99,501.0,1891,1532,359,8
2022-04-22,345000,19.99,3.99,19.96,1907,1541,366,8
2022-04-29,345000,3.99,19.99,501.0,1913,1545,368,8
2022-06-06,101000,19.99,3.99,19.96,1919,1550,369,8
2022-06-13,350000,3.99,19.99,501.0,1926,1556,370,8
2022-06-23,347000,19.99,3.99,19.96,1932,1560,372,8
2022-07-06,350000,3.99,19.99,501.0,1936,1564,372,8
2022-07-11,352000,19.99,3.99,19.96,1940,1568,372,8
2022-07-18,355000,3.99,19.99,501.0,1947,1574,373,8
2022-08-15,356000,19.99,3.99,19.96,1956,1581,375,8
2022-08-22,112000,3.99,19.99,501.0,1958,1582,376,8
2022-09-26,361000,19.99,3.99,19.96,1966,1589,377,8
2022-10-03,363000,3.99,19.99,501.0,1969,1591,378,8
