date,Owners,Price,PriceChangeTo,discount,total_reviews,total_positive,total_negative,review_score
2017-07-25,2000,1.19,1.99,167.23,46,34,12,6
2017-10-27,27000,1.99,0.99,49.75,281,215,66,6
2017-10-31,28000,0.99,1.99,201.01,302,229,73,6
2017-11-22,43000,1.99,0.99,49.75,350,265,85,6
2017-11-28,59000,0.99,1.99,201.01,503,399,104,6
2017-12-21,304000,1.99,1.39,69.85,1253,988,265,6
2018-01-04,545000,1.39,1.99,143.17,2616,2010,606,6
2018-02-15,787000,1.99,0.99,49.75,4202,3199,1003,6
2018-02-19,808000,0.99,1.99,201.01,4345,3304,1041,6
2018-06-21,757000,1.99,0.99,49.75,5994,4571,1423,6
2018-07-05,798000,0.99,1.99,201.01,6335,4813,1522,6
2018-08-20,845000,1.99,1.39,69.85,6855,5204,1651,6
2018-08-27,861000,1.39,1.99,143.17,6997,5311,1686,6
2018-10-29,922000,1.99,0.99,49.75,7513,5698,1815,6
2018-11-01,934000,0.99,1.99,201.01,7546,5725,1821,6
2018-11-21,959000,1.99,0.99,49.75,7724,5862,1862,6
2018-11-27,754000,0.99,1.99,201.01,9156,7256,1900,6
2018-12-20,755000,1.99,0.99,49.75,9424,7466,1958,6
2019-01-03,767000,0.99,1.99,201.01,9664,7650,2014,6
2019-02-04,778000,1.99,0.69,34.67,9993,7902,2091,6
2019-02-11,801000,0.69,1.99,288.41,10114,7997,2117,6
2019-06-23,1065000,1.99,0.6,30.15,11056,8756,2300,6
2019-06-25,1098000,0.6,0.59,98.33,11200,8854,2346,6
2019-07-09,1058000,0.59,1.99,337.29,14972,12332,2640,8
2019-10-28,1104000,1.99,0.59,29.65,15820,12978,2842,8
2019-10-31,1117000,0.59,1.99,337.29,15846,13002,2844,8
2019-11-26,1119000,1.99,0.69,34.67,16259,13383,2876,8
2019-12-03,1143000,0.69,1.99,288.41,16496,13599,2897,8
2019-12-19,1136000,1.99,0.59,29.65,16809,13881,2928,8
2020-01-02,1126000,0.59,1.99,337.29,17505,14494,3011,8
2020-01-23,1060000,1.99,1.19,59.8,18062,14993,3069,8
2020-01-26,1049000,1.19,1.99,167.23,18145,15070,3075,8
2020-06-25,1064000,1.99,0.99,49.75,21046,17556,3490,8
2020-07-09,1064000,0.99,1.99,201.01,21636,18069,3567,8
2020-11-25,1129000,1.99,0.99,49.75,23803,19941,3862,8
2020-12-01,1117000,0.99,1.99,201.01,24120,20226,3894,8
2020-12-22,1132000,1.99,0.99,49.75,24548,20588,3960,8
2021-01-05,1081000,0.99,1.99,201.01,25165,21109,4056,8
2021-02-11,1130000,1.99,0.99,49.75,26089,21885,4204,8
2021-02-15,1130000,0.99,1.99,201.01,26207,21984,4223,8
2021-05-27,1177000,1.99,0.99,49.75,28072,23586,4486,8
2021-05-31,1168000,0.99,1.99,201.01,28170,23667,4503,8
2021-06-24,1174000,1.99,0.99,49.75,28602,24044,4558,8
2021-07-08,1178000,0.99,1.99,201.01,29037,24410,4627,8
2021-10-28,1227000,1.99,0.99,49.75,30488,25650,4838,8
2021-11-01,1217000,0.99,1.99,201.01,30564,25713,4851,8
2021-11-24,1211000,1.99,0.99,49.75,30791,25897,4894,8
2021-12-01,1232000,0.99,1.99,201.01,30982,26072,4910,8
2021-12-22,1246000,1.99,0.99,49.75,31226,26276,4950,8
2022-01-05,1238000,0.99,1.99,201.01,31511,26513,4998,8
2022-03-02,1284000,1.99,0.79,39.7,32224,27114,5110,8
2022-03-16,1283000,0.79,1.99,251.9,32426,27279,5147,8
2022-05-09,1313000,1.99,0.99,49.75,33003,27766,5237,8
2022-05-16,1313000,0.99,1.99,201.01,33079,27829,5250,8
2022-06-23,1322000,1.99,0.99,49.75,33414,28107,5307,8
2022-07-06,1323000,0.99,1.99,201.01,33597,28250,5347,8
